id,box
2b3b9e0dc5ea2735,0.08 0.00 0.95 1.00
2a8f120a6b16299c,0.01 0.00 0.95 1.00
330ce74d7ec99b4f,0.24 0.30 0.56 0.67
7b23c47b61c30d00,0.14 0.00 0.78 1.00
61d0ecf8241cba88,0.27 0.00 0.65 1.00
b3e8d9b841e7c9a0,0.00 0.00 1.00 1.00
2a8b05081e797f53,0.00 0.17 1.00 1.00
49faf3b059c17796,0.28 0.20 0.69 0.76
33a8320859bf55b3,0.00 0.00 1.00 1.00
aa58f991da5bf967,0.00 0.09 1.00 0.75
b40a0dd38f72eab6,0.24 0.19 1.00 0.64
7ba599ea11a87865,0.06 0.23 0.71 1.00
2c47895f5a09ade1,0.04 0.00 0.96 1.00
9f833c669bf73782,0.08 0.00 1.00 1.00
2a450c6ec8354717,0.17 0.00 1.00 0.87
5a47c2799f09b3a1,0.17 0.00 0.54 1.00
6101e66a92bccd0b,0.02 0.26 1.00 0.72
ea547808c6fbb88b,0.03 0.00 0.93 1.00
2ced81af389b3f46,0.18 0.00 0.42 1.00
610ac88e4b8623e2,0.21 0.19 0.67 0.88
4b9955990302d2db,0.36 0.24 0.86 1.00
2a382c1139c8e4a7,0.00 0.00 0.71 1.00
b24a711afa33d41d,0.36 0.59 1.00 1.00
b5147b20f0c8b2a9,0.00 0.00 0.79 1.00
6583ba1c9f261b96,0.01 0.09 0.68 0.95
64559a66aa8544d9,0.08 0.12 0.81 1.00
b1ad7a397bfba047,0.07 0.09 0.51 1.00
324cd0898c239612,0.16 0.23 0.50 1.00
b743124a9d78fd47,0.04 0.00 0.96 0.99
73bcbf1a787f1e59,0.34 0.42 0.78 0.76
2b565fa5a8a478a6,0.00 0.00 0.76 1.00
2cef2246256c45dc,0.36 0.12 0.85 0.85
b1d7c356f561f0a1,0.10 0.00 0.75 1.00
ca90d3e80061bec4,0.38 0.41 0.62 0.79
4d6f3d59b607195d,0.00 0.00 0.71 1.00
2a339eaf1278edae,0.15 0.09 0.81 1.00
3199852171b9de9c,0.09 0.16 1.00 0.95
2b76ddf4047a1772,0.00 0.00 1.00 1.00
2b4911858df472fe,0.16 0.25 0.69 0.82
2b992ff4c3adbceb,0.01 0.00 1.00 1.00
c29d8e95b7c99f4f,0.00 0.00 1.00 0.93
2b1187b4c2d7123d,0.00 0.00 0.99 1.00
b2abc51df249ea76,0.17 0.13 1.00 1.00
78886461708637dc,0.00 0.21 0.78 0.94
2e838cda6e4d71fd,0.43 0.00 1.00 1.00
b4bfda4f0292fb56,0.06 0.00 1.00 1.00
2a3bc4a73cfe138f,0.48 0.08 0.77 0.86
2eff641a5c628a78,0.09 0.29 1.00 0.84
2e8168b3fcf18182,0.20 0.20 0.48 0.60
b4774a15e69e4220,0.00 0.00 0.43 0.92
de40d3a20229f8c3,0.22 0.00 0.64 0.81
60900e74ee2351aa,0.13 0.16 0.98 0.85
2a9eab9dda8fedb1,0.07 0.05 1.00 0.98
b4eda49fbb918c68,0.02 0.00 1.00 1.00
9f3d43ee558245ef,0.04 0.15 0.85 0.30
9f45f18776e3cc5b,0.07 0.00 1.00 1.00
61c35219bc5dbb88,0.19 0.49 0.59 0.67
9d4bc01e010a552b,0.07 0.05 0.89 1.00
32b8a0e5b6a105f9,0.09 0.23 0.62 0.68
6062f644ba3c13f5,0.30 0.26 0.81 0.56
795de05e5b8c992a,0.18 0.00 1.00 1.00
2f1c75b9f4908d39,0.25 0.00 0.70 0.96
4e67322e3625c21e,0.05 0.00 0.74 0.83
7b9b346a582b5607,0.13 0.33 0.77 0.77
2dbed3ef1bd57a51,0.00 0.56 0.72 1.00
2de7760624c02704,0.00 0.05 0.97 0.71
2a5d1444c2b74326,0.00 0.00 0.94 1.00
9f1cd8fcbff0cfef,0.15 0.00 1.00 1.00
49c7b9fe446a7568,0.00 0.00 1.00 1.00
ad3d2e0e4151902e,0.00 0.00 0.93 1.00
61f3d2991a318c0a,0.00 0.00 1.00 1.00
eb86ebee9d8e029c,0.00 0.00 1.00 1.00
b67f3af85f37c30b,0.04 0.00 0.62 1.00
2b9f647f2f858ca5,0.01 0.14 0.94 0.85
d10ac778a06b8a40,0.00 0.00 1.00 1.00
b21c498d92842431,0.10 0.00 0.85 0.74
49de7ffef57e568e,0.00 0.00 0.85 1.00
2b6009dd04617030,0.33 0.19 0.58 0.84
316834f4dc4ced18,0.00 0.00 0.68 1.00
9f1222d0bf4ef875,0.18 0.20 0.66 0.77
eb2143c899218de7,0.03 0.00 0.80 0.53
eb5de499ca8c36b8,0.17 0.00 0.95 1.00
2cc89dd1eb18c1a5,0.00 0.00 0.83 1.00
2b99eda2d7f3409e,0.00 0.00 0.77 1.00
2d1f48ee8b90cd59,0.04 0.00 1.00 0.96
7a519f14a2ee5658,0.00 0.16 0.40 1.00
64a5eb29b85ab4ac,0.04 0.00 0.91 1.00
631512a223ab3783,0.00 0.33 0.74 0.84
497ce75ad25e9d84,0.05 0.00 0.35 0.72
4d33656e703af3b8,0.11 0.00 0.95 1.00
2b98a98a5cbcb3ff,0.36 0.09 0.84 0.76
79e70da09fe0d6d5,0.11 0.11 1.00 0.86
7380db14286e83d7,0.11 0.00 0.78 0.66
2c75c4f20a13330f,0.05 0.23 0.89 0.60
fb15f3235164f049,0.19 0.20 0.86 0.77
7634cab1f0887d35,0.00 0.00 1.00 1.00
7c5312dfd43e1055,0.10 0.47 0.98 0.95
b67a1a94a8f44f36,0.09 0.00 0.63 0.63
2a9c6ddf3ac90270,0.04 0.01 0.52 1.00
2ca224995424dd76,0.19 0.09 0.79 0.93
2a073679aca55647,0.08 0.00 0.55 1.00
2cfd773688c4a4c0,0.01 0.01 1.00 0.99
b6eaea52541ab93c,0.09 0.08 0.88 0.68
2d812f8ca7b38601,0.31 0.00 0.61 1.00
fbe567794b6c69d2,0.00 0.04 0.89 0.91
79368082c5db0917,0.00 0.00 1.00 0.75
9c93b3ae5fe4d025,0.45 0.00 1.00 1.00
73f2f74a6d7ef75f,0.06 0.00 0.78 1.00
2c85bcdc75445999,0.25 0.32 0.72 0.73
9dc0f6b1a459367d,0.30 0.00 0.61 1.00
2ae4a6f171b2f948,0.17 0.02 0.62 0.94
9df527b789a1570d,0.05 0.00 1.00 1.00
49ccb9eb3cd96eda,0.51 0.19 0.65 0.57
77efeef9c1f1e9f5,0.00 0.17 1.00 1.00
2afc8b42acaea42c,0.12 0.01 1.00 1.00
f191872b44933773,0.32 0.00 0.57 0.95
b34effce05e525e7,0.01 0.09 0.85 1.00
49e085362c62cca1,0.03 0.00 0.77 0.86
aefd30a256c7074d,0.39 0.03 0.56 0.54
b35edcc714840aa0,0.25 0.22 0.50 0.66
646d9503defca262,0.22 0.01 1.00 0.77
fe9448ec1faaf230,0.52 0.20 0.95 0.85
b5870661046d5918,0.05 0.29 1.00 0.68
2d3f34eeddd47bb0,0.10 0.00 1.00 0.91
61de1797761f5bdc,0.09 0.00 0.75 1.00
62850c9766359a0a,0.16 0.68 0.82 0.90
61dce936369a33f4,0.00 0.01 1.00 1.00
6460c7a8f06a482e,0.02 0.46 0.96 0.97
b0fee4fbed117918,0.00 0.00 1.00 1.00
613650b9fa63ae0b,0.00 0.49 1.00 0.85
75e5d4a676253239,0.29 0.00 0.75 1.00
2c44f494b4a1e9bb,0.00 0.32 0.75 1.00
78091f6e2a5eca72,0.30 0.29 0.76 0.87
73f6d58e94837f15,0.04 0.00 0.98 1.00
63e2e758039b3cb2,0.07 0.35 0.55 1.00
2c6e2e758ce631b5,0.13 0.61 0.68 0.99
9f16fcc15a9da13a,0.11 0.00 1.00 1.00
2ba6e4a64bbf7f60,0.07 0.00 1.00 1.00
654c444bd5e23235,0.00 0.32 0.48 1.00
7b17bb04e318455f,0.05 0.06 0.66 0.70
648c399c77b5b9a3,0.24 0.26 0.51 0.68
b6a563d292678f13,0.09 0.08 1.00 1.00
2b282853b957fb86,0.00 0.00 0.78 0.66
2d59053449c92463,0.00 0.00 0.76 0.99
73afa065ff5cc323,0.04 0.09 0.85 0.86
b74c35a6d557977f,0.36 0.13 0.80 0.66
2d5cfda6293e0b0f,0.00 0.00 0.79 1.00
3396c72f46ed0067,0.03 0.00 0.90 1.00
b03812ec71c131f1,0.35 0.44 0.62 0.95
7638eb94307a9660,0.00 0.00 1.00 1.00
61765b9e563b8da9,0.15 0.00 0.40 0.71
2c5c0ef271ea5ac0,0.06 0.00 0.80 1.00
7d0fb83e512cfeb4,0.15 0.22 1.00 1.00
2b947ae7b2478e08,0.27 0.00 0.85 1.00
2b7f38bfbb5d3573,0.31 0.17 0.85 0.78
4b8201c3551793a9,0.47 0.29 0.59 0.69
feb48a419ce1f6e4,0.07 0.00 0.70 1.00
2ae8f04da9ff9c14,0.37 0.16 1.00 0.87
2df8d1778bba87e1,0.00 0.00 1.00 1.00
60307d9c74b5bf99,0.25 0.25 1.00 0.98
7746d88439983d7e,0.20 0.00 1.00 1.00
65043f6ed31fe8d1,0.17 0.37 0.66 0.78
9d1c49d04213dfc4,0.00 0.00 0.77 0.87
2cbd612c732a2272,0.00 0.36 0.77 1.00
3365410704dcfd3c,0.00 0.00 0.71 1.00
2b3854b294d0e9b5,0.00 0.00 1.00 1.00
9cba925ba92feac2,0.04 0.00 1.00 1.00
2d348689f89038f1,0.20 0.00 1.00 1.00
2d1ed508cd07b794,0.05 0.21 1.00 1.00
2a45dbae351493f5,0.00 0.00 0.99 0.89
9ee6b28e52b55293,0.00 0.00 1.00 1.00
60a2d842af60c5ff,0.40 0.00 0.95 1.00
fbb3f58c0006c72f,0.00 0.06 0.88 1.00
7a6b735874dd6046,0.28 0.07 0.80 0.77
611e97a50d5e135c,0.00 0.20 1.00 0.78
4d8ae9a9fea4cf95,0.00 0.00 0.42 1.00
2ddbc36c754e15b8,0.00 0.00 0.76 1.00
2a11e0051a3ef025,0.00 0.00 0.77 1.00
b4175f15eb59b209,0.45 0.00 0.59 0.09
63b5733bcf7fbd45,0.53 0.05 0.70 1.00
9fa6ed0d88128ab2,0.00 0.00 0.90 1.00
b1f406a2481b4f11,0.13 0.01 0.70 1.00
31595c6fe3411295,0.10 0.06 0.89 1.00
2c4d443644816d00,0.11 0.40 0.50 0.66
60c572887d7f7499,0.00 0.00 0.64 1.00
607b8fa6636703cb,0.31 0.15 0.81 0.88
9d57312edf627b9f,0.08 0.00 0.85 0.88
33fa25dd427c10e6,0.05 0.00 0.69 1.00
b71a7cee0e0e40cc,0.02 0.08 1.00 0.93
2b71175d5afc68bd,0.30 0.00 0.68 1.00
2c290c9e3e34aecb,0.00 0.00 0.92 1.00
3051181a2dd04146,0.28 0.02 0.55 1.00
c1239b90cfae09f4,0.08 0.00 0.70 1.00
4aa527564ff02ffb,0.48 0.37 0.74 0.52
30813a801239e6fb,0.07 0.00 0.50 1.00
32c6f5b7b8744be9,0.42 0.42 0.53 0.59
2a0d557377f366ac,0.27 0.27 0.45 0.97
2b38b88a6d479a80,0.00 0.00 0.40 1.00
2b75e1dc1f8cb195,0.00 0.00 0.96 1.00
b20a509b60a0313f,0.14 0.00 1.00 0.92
2ca74f7ffa2bbd59,0.07 0.05 0.93 0.76
d08f8086780b590d,0.04 0.00 1.00 1.00
78c431f1ce44e556,0.06 0.21 0.84 0.80
9cfaf7458de3d431,0.03 0.17 0.61 0.76
2b2e03dda8fc7576,0.30 0.00 0.58 1.00
9e655942286f5028,0.03 0.05 0.85 0.98
787890b821b05e25,0.00 0.34 0.65 1.00
64530c5005f647b5,0.27 0.04 0.62 0.88
b6461ef9b143b994,0.00 0.00 1.00 1.00
2e6ca640bd8c4bdd,0.00 0.00 0.81 1.00
2df05cfea5951f6a,0.00 0.00 0.61 1.00
f1632febaab32568,0.53 0.39 0.94 0.50
60851183b90a1118,0.19 0.12 1.00 1.00
77711c8aa31d292f,0.03 0.00 1.00 1.00
9d49bb6be5f0cefd,0.59 0.20 0.71 0.58
7a9065d3e57bccf1,0.06 0.21 0.90 0.73
2a19c6f5a97d8a3e,0.00 0.00 1.00 1.00
2b177d307e6d764b,0.04 0.00 0.83 1.00
b59084fbfdbd2683,0.00 0.00 0.91 1.00
2cdf67ac44891cb1,0.39 0.37 0.57 0.69
2af5ee315734232e,0.01 0.00 1.00 1.00
758a67c01b19cb04,0.36 0.00 0.69 0.45
afc860de4cf52130,0.19 0.15 0.78 0.81
2b372195a82a4638,0.00 0.28 1.00 0.70
61d1e77c2d528d77,0.10 0.19 0.92 0.71
64b7d74c47bb3afc,0.00 0.00 1.00 1.00
2bc26e765135017d,0.13 0.00 0.78 1.00
6532ba89f507dce5,0.18 0.00 0.95 1.00
2cc053babe1b5f7b,0.18 0.11 0.70 0.74
2ea6731d69f00363,0.25 0.02 0.61 0.95
9c639596b55abd97,0.12 0.33 0.81 0.87
78baa5fe538c381b,0.13 0.08 0.73 0.79
2a2c3ad44c25bba9,0.00 0.00 1.00 1.00
2ea0b3b624f658fc,0.05 0.17 1.00 0.67
2d3efbf51fe15704,0.11 0.20 0.77 0.69
318c043283394245,0.00 0.08 0.90 0.83
2a7812bc264ea37b,0.09 0.00 0.89 1.00
b864639ab42a01ee,0.00 0.00 0.99 1.00
559ed1264c8ffd34,0.06 0.00 0.99 1.00
33b1637fd6b7cbf0,0.05 0.31 0.75 0.75
2c73fb358c7d4f5b,0.06 0.00 1.00 1.00
2e2e22210b239728,0.13 0.00 0.47 1.00
2b4702751637d467,0.00 0.00 1.00 1.00
2d0219108fb738a5,0.00 0.33 0.49 0.86
b16a26c8b980b8cf,0.34 0.22 0.72 1.00
2ec2df27b821b887,0.00 0.00 0.80 1.00
2a6bdac8b0c9ced3,0.00 0.20 0.77 1.00
2b7b4592b89fd1ea,0.05 0.00 1.00 1.00
2e541198a84c01bf,0.03 0.00 1.00 1.00
6080c4b2cc76e5ec,0.66 0.63 0.99 0.90
2a6235834f6b91a3,0.27 0.40 0.86 0.60
7492417f497c7be9,0.13 0.00 1.00 1.00
325455e3cc12eaad,0.00 0.04 0.33 0.90
b326f5ef8383eb41,0.05 0.36 0.69 0.99
789939466c2bdefd,0.14 0.00 0.84 1.00
2e308df88d0226cb,0.11 0.03 0.89 0.89
2c95d65b95a61e11,0.53 0.20 0.62 0.38
73e7760022ad8af5,0.04 0.03 0.96 0.98
4d9d31ad5cb28b36,0.06 0.00 0.77 0.64
f3feb44d4cf60857,0.36 0.08 0.80 0.99
6323219f26eff70e,0.30 0.05 0.71 1.00
748c4c7a1361f128,0.05 0.00 0.99 1.00
3310641bef4adbe8,0.01 0.00 0.85 0.69
ad96af00c0e2c5b0,0.10 0.11 0.86 0.93
2b3cc6c042e23176,0.45 0.00 0.82 0.40
9fd06e15b46c761b,0.00 0.00 1.00 1.00
9d195bb88bcbc8d6,0.32 0.48 1.00 1.00
6178c97a49612b42,0.12 0.37 0.64 1.00
4dad3b0c09afbd64,0.08 0.24 0.45 0.84
aeb742fcc7cf58ca,0.00 0.10 0.88 0.89
b4623f56b9eff9b0,0.00 0.00 1.00 1.00
b54b270bc07d3d4d,0.02 0.00 0.85 1.00
736ea2342e95e9de,0.21 0.00 0.70 1.00
51f01ad0bf26409e,0.00 0.00 0.88 1.00
cac6b71ab5089ec2,0.03 0.00 0.90 1.00
32e82e3c79e2bf28,0.18 0.05 1.00 1.00
2a6caa5f3777a752,0.00 0.00 0.93 1.00
496df1b8939ba517,0.00 0.00 0.91 1.00
4e3e035c3ef3bd8d,0.00 0.04 0.99 1.00
2ee84b24e627fc63,0.19 0.00 0.56 1.00
317f9e6b34401519,0.00 0.00 1.00 1.00
ea011aaaecd16484,0.09 0.10 0.74 0.52
b04cfbcad9e2f01a,0.02 0.00 0.86 1.00
ee87e20c47326441,0.15 0.31 0.52 0.66
2d5fd5ac7aa70c86,0.04 0.12 0.93 0.91
600113219fe2f90c,0.00 0.00 1.00 1.00
63feda115839d4d5,0.01 0.09 1.00 0.89
602d1b79117fbb11,0.00 0.19 1.00 1.00
ebd90559baf7a12a,0.00 0.00 1.00 1.00
63e4d2fd8a27a3d7,0.31 0.00 0.76 0.80
74865e5af25f813c,0.03 0.15 1.00 0.87
ebdd6764ab94c9f1,0.14 0.18 0.41 0.40
b4b22b739b74bb43,0.07 0.12 0.82 0.83
2f1c6d1127375414,0.45 0.64 0.49 0.79
746fac005d70dea6,0.00 0.00 0.55 1.00
2dcf0821e2fffce9,0.18 0.03 0.58 0.66
2c9414f1163a0b4b,0.03 0.00 1.00 1.00
613706b9e23ec88a,0.12 0.33 1.00 0.66
2af94d62c4ea8ba7,0.10 0.26 0.41 0.69
620f03e62ae3f841,0.12 0.26 0.67 1.00
9531eb842ca47649,0.17 0.13 0.82 0.97
72b6f83ad5582451,0.22 0.23 0.87 0.69
2a4dd1eb70de6679,0.00 0.00 0.65 1.00
2c6ca34ea2951826,0.01 0.00 0.94 1.00
2d823ae7e78afa6c,0.16 0.00 0.71 1.00
7462a3faa2a900dc,0.32 0.00 0.70 1.00
3183f14fcd2ea850,0.00 0.07 1.00 0.94
9ffaef4959cf03f2,0.28 0.14 0.69 0.60
5adb0d1a770bc404,0.43 0.00 1.00 1.00
ead07dec1615ff77,0.03 0.25 1.00 0.93
6084a825bda75b8b,0.00 0.21 1.00 0.85
ea30634e433fdc67,0.29 0.00 1.00 1.00
49ced99c50e907a7,0.15 0.00 0.69 0.95
9e70c32241d37678,0.00 0.43 0.47 0.74
2a6121d11838a1f4,0.19 0.00 1.00 1.00
2c8b08fc04235c16,0.04 0.17 0.44 0.91
b2d0241867832f19,0.08 0.06 0.81 0.91
ac610630ee49c697,0.06 0.27 1.00 0.81
e762836bfa784d8a,0.38 0.00 0.69 1.00
fb624e2b68b73edd,0.00 0.00 0.90 1.00
0b12211bafc89a67,0.38 0.00 0.66 0.93
b6efd012ca3a0164,0.13 0.03 0.99 1.00
2ac75089dcfaf884,0.53 0.13 0.89 0.53
631ce5c2691a7a63,0.08 0.00 0.96 0.66
63a934160f723e47,0.19 0.00 1.00 1.00
2eb67e5ada4261b6,0.01 0.25 0.91 0.79
2e6f07b6f06585d5,0.07 0.00 0.55 1.00
2b00544368dc480c,0.00 0.00 1.00 1.00
49aa1b398b19fbe9,0.11 0.00 0.72 0.86
b328590daabf59fc,0.50 0.30 0.97 0.62
ed39d6e6d31a9b7f,0.21 0.13 0.83 0.93
cac10144dfbadde3,0.00 0.00 0.62 1.00
2cc34ee010b55f5b,0.00 0.00 1.00 1.00
2a13ba97d2abe2ba,0.07 0.46 0.78 1.00
2c37ce7ad041ad67,0.14 0.00 0.68 1.00
652a9c23124b6035,0.36 0.09 0.94 0.93
61684cc380830594,0.03 0.00 0.56 1.00
2bd6109a75dccf9d,0.00 0.00 0.95 1.00
32f49cf351c9a431,0.00 0.25 0.73 1.00
